ad_iD,Collector name,Shop Name,Ad name,Description,Pic,Brand,Model,Price,Type/Year,Suuq,Negotiable,state,Contact,File_name
425,Faysal,57 Waafi Geneal Trading Company,Vatika Hair Oil,waa saliid nafaqaynaysa timaha wayna qurxinaysaa,https://drive.google.com/file/d/1n7AVyxBpr40yNjut9SO1B0MkGnjEECQi/view?usp=drivesdk,Vatika ,Vatika ,$2.50,,Devices,TRUE ,Hargeisa,call-063:6666629,Waafi general trading company .jpg
426,Faysal,57 Waafi Geneal Trading Company,Dabu Herbolene ,waxa uu kaa ilaalinayaa dibno qalalka iyo haraqa wajiga ,https://drive.google.com/file/d/1n9h3VSPvxloNjefnzvJnww0JrT_WoCGq/view?usp=drivesdk,Dabur,Dabur,$7,,Devices,TRUE ,Hargeisa,call-063:6666629,Waafi general trading company 1.jpg
427,Faysal,58 Shacabka online market,7Days Hair Regrowth Serum,saliida waxa ay kaa ilaalinaysaa timaha daadanaya iyo bidaarta ,https://drive.google.com/file/d/1nvDPPgSCDfEOxGV4YOg0XLy5jmLNQCTE/view?usp=drivesdk,7Day,7Day,$12,,Devices,TRUE ,Hargeisa,call-061:4384141,Shacabka online market .jpg
428,Faysal,58 Shacabka online market,E-Oil ,waa saliid wajiga u fiican ,https://drive.google.com/file/d/1nxc2mMN0eNpUigDlmmrsSR7jIC6eE94R/view?usp=drivesdk,Sunshine,Sunshine,$12,,Devices,TRUE ,Hargeisa,call-061:4384141,Shacab online market 1.jpg
429,Faysal,58 Shacabka online market,skmei watch ,waa saacado kala duwan oo tayo leh ,https://drive.google.com/file/d/1o-emjHFl-gWjBRwNFZjwF0ToyA5n4qTz/view?usp=drivesdk,Skmel,Skmel,$25,,Devices,TRUE ,Hargeisa,call-061:4384141,Shacabka online market 3.jpg
430,Faysal,58 Shacabka online market,Careem 3Days Slimming ,waa kareem lagu yareeyo caloosha ,https://drive.google.com/file/d/1o2DF-AS4WvRfFOBFS46UW94nYWnXKK7q/view?usp=drivesdk,Slimming,Slimming,$9,,Devices,TRUE ,Hargeisa,call-061:4384141,Shacabka online market 4.jpg
431,Faysal,58 Shacabka online market,natural herbal hemorrhoids Spray,waa daawada babasiirta ,https://drive.google.com/file/d/1ng6-mM-IKsTQXsKyM9kGnkWwCkZOIKzD/view?usp=drivesdk,Herbal,Herbal,$16,,Devices,TRUE ,Hargeisa,call-061:4384141,Shacabka online market 5.jpg
432,Faysal,59 Obsiiye Market online,funaanadihii dhaxanta ,funaanadihii dhaxanta  aad xataa  xarago u xidhan karto,https://drive.google.com/file/d/1oQYrNq-g0q2ZZU0xuxGpjxsF5qPBDX5p/view?usp=drivesdk,funaanadihii dhaxanta  aad xataa  xarago u xidhan karto,funaanadihii dhaxanta  aad xataa  xarago u xidhan karto,$13,,Devices,TRUE ,Hargeisa,call-063:4040634,Obsiiye market online 3.jpg
433,Faysal,59 Obsiiye Market online,kabo spotis,kabo spotis oo kala duwan oo tayo leh ,https://drive.google.com/file/d/1p2LKPFiZBhAwnuihoRXCHAPBFEMFi8FZ/view?usp=drivesdk,kabo spotis oo kala duwan oo tayo leh ,kabo spotis oo kala duwan oo tayo leh ,$25,,Devices,TRUE ,Hargeisa,call-063:4040634,Obsiiye market online 6.jpg
434,Faysal,59 Obsiiye Market online,shandaha raga,shandaha loo qaato xafiisyada ,https://drive.google.com/file/d/1oSso-xT-zRGefxrlLYkH3E0nMR5SVJ2H/view?usp=drivesdk,shandaha loo qaato xafiisyada ,shandaha loo qaato xafiisyada ,$10,,Devices,TRUE ,Hargeisa,call-063:4040634,Obsiiye market online .jpg
435,Faysal,59 Obsiiye Market online,cumaamado,cumaamado kala duwan ,https://drive.google.com/file/d/1p7W6X_WBw8ozTe2qTM85aelrSyZ0S20G/view?usp=drivesdk,cumaamado kala duwan ,cumaamado kala duwan ,$13,,Devices,TRUE ,Hargeisa,call-063:4040634,Obsiiye market online 4.jpg
436,Faysal,59 Obsiiye Market online,Discreet,waa shampooga cirada ,https://drive.google.com/file/d/1o-E1X8Gbe4ePuUNeQU1h4fRNO0-bOzNW/view?usp=drivesdk,Restoria,dicreet,$6,,Devices,TRUE ,Hargeisa,call-063:4040634,Obsiiye market online 1.jpg
437,Faysal,60 Mash Electronics,Meat Grinder,waa makiinada lagu ridqo hilibka ,https://drive.google.com/file/d/1o9rpB_Biha78H6itdUGihaQP620WN1SR/view?usp=drivesdk,Zilan,Zilan,$38,,Devices,TRUE ,Hargeisa,call-061:6444447,Mash Electric 4.jpg
438,Faysal,60 Mash Electronics,Cooking Range,waa shawlad  leh ofintii oo tayo leh ,https://drive.google.com/file/d/1oiRJOKlgISMtOPOOseVcyokic4TevBxz/view?usp=drivesdk,cooking range,cooking range,$230,,Devices,TRUE ,Hargeisa,call-061:6444447,Mash Electric .jpg
439,Faysal,60 Mash Electronics,Freezer Mega 280,waa talaagadii Guryaha  noocii jooga ahaa ,https://drive.google.com/file/d/1oe2QNY-cxOZVTXXgEp7SgSl5foNPxS4T/view?usp=drivesdk,LG,LG mega 280,$300,,Devices,TRUE ,Hargeisa,call-061:6444447,Mash Electric 1.jpg
440,Faysal,60 Mash Electronics,Malwax sameeye,waa daawe aad ku samaysankarto sabaayada ,https://drive.google.com/file/d/1odS8QGWtpILfz0tta0Zrj27gD22wZpuG/view?usp=drivesdk,mulawax sameeye,mulawax sameeye,$25,,Devices,TRUE ,Hargeisa,call-061:6444447,Mash Electric 2.jpg
441,Faysal,60 Mash Electronics,Samosa Maker ,waa makiinad aad ku samaysanayso saanmuusaha ,https://drive.google.com/file/d/1oS4zCIqWjj1y5W19mJhxsk_GUtZULGqu/view?usp=drivesdk,sanbsa maker,NOVA NT_176SM24,$35,,Devices,TRUE ,Hargeisa,call-061:6444447,Mash Electric 3.jpg
442,Faysal,61 Modern Multi Services,Kiraynta Baabuurta ,waxa lagaa kiraynayaa Baabuurta Noocyadooda kala Duwan,https://drive.google.com/file/d/1r9Ch1JaqNu6M8qJI_Ttk8tYTX8Ja7GBu/view?usp=drivesdk,Modern Multi Services,Modern Multi Services,$25,,Services,TRUE ,Hargeisa,call- 3032,Modern Multi service .jpg
443,Faysal,61 Modern Multi Services,Sharaxaada Baabuurta ,Sharaxaada Baabuurta sida Xafladaha iyo Aroosyada ,https://drive.google.com/file/d/1qXkOPPc3j10tWV2erUDfknzLQFk_8urH/view?usp=drivesdk,Modern Multi Services,Modern Multi Services,$20,,Services,TRUE ,Hargeisa,call- 3032,Modern Multi service 1.jpg
444,Faysal,62 Adeeg maal ,Sandal Buut,sandalo original ah ugu kaalay,https://drive.google.com/file/d/1uPGTQ8q7ac9ZfDks4nonBShl7oNIWzGe/view?usp=drivesdk,sandal buut,sandal buut,$19,,Devices,TRUE ,Hargeisa,call-063:4180082,Adeeg maal.jpg
445,Faysal,62 Adeeg maal,salada khudaarta ,salada khudaarta waxay kaa waa winaysaa in aad marka aad suuqa ka soo adeeganayso aad si fudud ugu soo ridato saladan ,https://drive.google.com/file/d/1uGhk-DNYTdX2ALOh411kE55VPbaG19aE/view?usp=drivesdk,salad khudrad,salad khudrad,$10,,Devices,TRUE ,Hargeisa,call-063:4180082,Adeeg maal 4.jpg
446,Faysal,62 Adeeg maal,Qalabka Bood Boodka Caruurta ,waa qalab aad caruurta si fiican kaaga maaweelinaya ,https://drive.google.com/file/d/1rGEs50voKTa11nFuo38OMSkm1R28SLNo/view?usp=drivesdk,trampoline,trampoline,$95,,Devices,TRUE ,Hargeisa,call-063:4180082,Adeeg maal 3.jpg
447,Faysal,62 Adeeg maal,Mamakids ,waa xoolka caruurta oo ka samaysan maro ,https://drive.google.com/file/d/1uUOnROt_RXwShEhJ7CENRk4wX1gpRfG0/view?usp=drivesdk,crib,crib,$15,,Devices,TRUE ,Hargeisa,call-063:4180082,Adeeg maal 2.jpg
448,Faysal,62 Adeeg maal,Furaashka Baabuurta ,waa furaash aad dhigan karto xaga danbe ee gaadhiga kuna seexan karto,https://drive.google.com/file/d/1rEsWBFP8v6wWuPoY0W1yW7wC_wcyIr4W/view?usp=drivesdk,farash baabuur,farash baabuur,$34,,Devices,TRUE ,Hargeisa,call-063:4180082,Adeeg maal 1.jpg
449,Faysal,63 Anwaar Online Market,Keyfinder ,ku xidho furaha gaadhiga waxana aad kula socon kartaa GPS waxana aad isku xidhaysaa isaga iyo moobil kaaga ,https://drive.google.com/file/d/1qNA7Q9ZuwSWk-f863DTB0DhHHBKEd2Br/view?usp=drivesdk,smart finder,smart finder,$5,,Devices,TRUE ,Hargeisa,call-061:5158954,Anwaar online market 3.jpg
450,Faysal,63 Anwaar Online Market,santoosiye ,santoosiye ama sandhuub waxa aad si fudud aad sankaaga ugu toosinaysaa sankaaga qalabkan ,https://drive.google.com/file/d/1qpNhxkk6Bjr-2-OGeC0TNyHdh2s-KmIt/view?usp=drivesdk,san toosiye,san toosiye,$7,,Devices,TRUE ,Hargeisa,call-061:5158954,Anwaar online market 2.jpg
451,Faysal,63 Anwaar Online Market,Baby Nail Trimmer ,waa cidigurta caruurta ,https://drive.google.com/file/d/1qlXnuF_7dn8lsLEuIUxQotcmd5-KFggg/view?usp=drivesdk,jaybva,B072BK4R8Y,$12,,Devices,TRUE ,Hargeisa,call-061:5158954,Anwaar online market 1.jpg
452,Faysal,63 Anwaar Online Market,Vein Finder Toush,waa toosh casriya oo lagu talagalay in lagu raadiyo xididka,https://drive.google.com/file/d/1qW2GWlaGPcwC9YIzUDVt9-D6-FYC3p5V/view?usp=drivesdk,vein finder,vein finder,$10,,Devices,TRUE ,Hargeisa,call-061:5158954,Anwaar online market 4.jpg
453,Faysal,63 Anwaar Online Market,Vacuum Cleaner With Air Compressor For Cars,waa Huufar Qashin laga nadiifiyo Baabuurta ,https://drive.google.com/file/d/1qfJHQFqVQ4qcZrXBxyPVLWltml8nT4MS/view?usp=drivesdk,car vacuum cleaner,vacuum cleaner,$52,,Devices,TRUE ,Hargeisa,call-061:5158954,Anwaar online market .jpg
454,Faysal,64 Anas Tailor,suits ,waxa sifiican ayaa lagugu tolayaa suudhadh tayo leh ,https://drive.google.com/file/d/1uOUfzR_HZGPzRPe3SDynQpUwBZDHarIq/view?usp=drivesdk,Anas,waxa sifiican ayaa lagugu tolayaa suudhadh tayo leh ,$120,,Services,TRUE ,Hargeisa,call-063:4424130,Anas tailor 1.jpg
455,Faysal,64 Anas Tailor,Safari,safaari aad u qurux badan ,https://drive.google.com/file/d/1tezP_c1ML4oDm4XXOcZX_kAPE_CLc0hR/view?usp=drivesdk,Anas,safaari aad u qurux badan ,$45,,Services,TRUE ,Hargeisa,call-063:4424130,Anas tailor 3.jpg
457,Faysal,64 Anas Tailor,Khamiis ,khamiisyo aad u qurux badan ,https://drive.google.com/file/d/1uRLb3lWTfyyEEJcUOtaDQxaM-pMiijM4/view?usp=drivesdk,Anas,khamiisyo aad u qurux badan ,$35,,Services,TRUE ,Hargeisa,call-063:4424130,Anas tailor 2.jpg
458,Faysal,64 Anas Tailor,African,Dharkii afrikaaneega ahaa oo laguugu talaayao qaabka aad aduu doonayso ,https://drive.google.com/file/d/1tsD-mO34fcgGa5XiwCDpjhterzso7TRb/view?usp=drivesdk,Anas,Dharkii afrikaaneega ahaa oo laguugu talaayao qaabka aad aduu doonayso ,$40,,Services,TRUE ,Hargeisa,call-063:4424130,Anas tailor .jpg
459,Faysal,65 Koobsade online market ,wireless charger ,waa jaajar ku shaqaynaya sida waayarlayska,https://drive.google.com/file/d/1ujo_IloOzL-zOwWFLhjFDkFO2dv9NW3c/view?usp=drivesdk,Chaager,waa jaajar ku shaqaynaya sida waayarlayska,$7,,Devices,TRUE ,Hargeisa,call-063:4148841,Koobsade online market 4.jpg
460,Faysal,65 Koobsade online market ,nursing ,waa dharka dhakhaatiirtu xidhato,https://drive.google.com/file/d/1ujyhkNHKKA5dbZ2hrxzXjBk4lySqzYAo/view?usp=drivesdk,Nursing,waa dharka dhakhaatiirtu xidhato,$10,,Devices,TRUE ,Hargeisa,call-063:4148841,Koobsade online market 3.jpg
461,Faysal,65 Koobsade online market ,Boya by-m1,waa makarafoon yar ama Ambarifa yar,https://drive.google.com/file/d/1uovaYtsKKyWh2I-TZsVqHJj-d2wKBbek/view?usp=drivesdk,Boya by m1,waa makarafoon yar ama Ambarifa yar,$16,,Devices,TRUE ,Hargeisa,call-063:4148841,Koobsade online market 2.jpg
462,Faysal,65 Koobsade online market ,operating table Hydraulic ,waa miiska qaliinka,https://drive.google.com/file/d/1udPFq5DfJ2Tz2QN-73aGuH2kor3YPHB7/view?usp=drivesdk,Health,waa miiska qaliinka,"$1,750",,Devices,TRUE ,Hargeisa,call-063:4148841,Koobsade online market 1.jpg
463,Faysal,65 Koobsade online market ,led solar lantern super t2yo solar ,waa faynuus ku shaqaynaya solarta ,https://drive.google.com/file/d/1ug95AsSBSOvPIhLHb9l42zajhtNqDg-z/view?usp=drivesdk,solar,waa faynuus ku shaqaynaya solarta ,$15,,Devices,TRUE ,Hargeisa,call-063:4148841,Koobsade online market .jpg
464,Faysal,66 Sagal Jet Company,daabacaada ,Daabacaada boodhadhka oo tayo leh,https://drive.google.com/file/d/1-VFXz5ZLNQOwlEJd70wEraExlAwgd8Io/view?usp=drivesdk,sagal,Daabacaada boodhadhka oo tayo leh,,,Services,TRUE ,Hargeisa,call- 510099,Sagal jet1.jpg
465,Faysal,66 Sagal Jet Company,id card ,samaynta id cardka shaqada ,https://drive.google.com/file/d/1-TLrFSYPNRcFRXHxprLhZKhnxIykY5TQ/view?usp=drivesdk,sagal,samaynta id cardka shaqada ,,,Services,TRUE ,Hargeisa,call- 510099,Sagal jet.jpg
466,Faysal,67 Timacade online Market,Lanbena ,"Lanbena waxa uu kaa saacidayaa Dabka,Dhaawacyada,Xagtimaha,Finanka,",https://drive.google.com/file/d/1tIeYCjAWPdce5luBJygZ1UDkOxVuq5UE/view?usp=drivesdk,lanbena,"Lanbena waxa uu kaa saacidayaa Dabka,Dhaawacyada,Xagtimaha,Finanka,",$13,,Devices,TRUE ,Hargeisa,call-061:0449081,Timacade online market 1.jpg
467,Faysal,67 Timacade online Market,Touch me Breast Cream ,waa kareem kaa casriya oo loogu talagalay naasaha  adkaynata naasaha kor u qaadista ama taagida naasaha ,https://drive.google.com/file/d/1tFcWbMnONpfEb0WiyUZZtgr9KE0Bi1Q7/view?usp=drivesdk,lanbena,waa kareem kaa casriya oo loogu talagalay naasaha  adkaynata naasaha kor u qaadista ama taagida naasaha ,$18,,Devices,TRUE ,Hargeisa,call-061:0449081,Timacade online market .jpg
468,Faysal,67 Timacade online Market,Electronic Flask,waa falaasad aad ku karsan karto shaaha kuuna kaydsan karto,https://drive.google.com/file/d/1tjqOupXTqmvwBULztqrYOyBQLcdyH6LL/view?usp=drivesdk,marado,flaas kaydis iyo karin shaax,$27,,Devices,TRUE ,Hargeisa,call-061:0449081,Timacade online market 2.jpg
469,Faysal,67 Timacade online Market,Ultrasonic Humidifier,waa makiinad lagu shubo xadarka uunsiga laguna udgooneeyo guryaha ama meradaha ,https://drive.google.com/file/d/1tW6T7ZRoQGpVVNloIbY5gjEYi-Y--1IM/view?usp=drivesdk,Girgire,girgire kooraan,$15,,Devices,TRUE ,Hargeisa,call-061:0449081,Timacade online market 3.jpg
471,Faysal,68 Towfiiq Commercial Centre,Biyo Qaboojiye ,Biyo Qaboojiye aad u fiican oo leh laba nooc oo mid yaha labo dhuumood midna sadex dhuumood ,https://drive.google.com/file/d/1tbH9yuMEpaZswmf86Gfjyf5e2rAInDZe/view?usp=drivesdk,Italian ,biyo qaboojiye,$350,,Devices,TRUE ,Hargeisa,call- 907799978,Towfiiq commercial centre .jpg
472,Faysal,68 Towfiiq Commercial Centre,makiinada Bunka ama Shaaha ,waa makiinad aad u fiican oo tayo leh ,https://drive.google.com/file/d/1tK8Cy8tM7_XnPzXggEB5qWLLyVVzs5PK/view?usp=drivesdk,Italian ,makiinad shaax talyani ah,"$2,600",,Devices,TRUE ,Hargeisa,call- 907799978,Towfiiq commercial centre 1.jpg
473,Faysal,68 Towfiiq Commercial Centre,Kuraasta xafiisyada ,Kuraasta xafiisyada oo kala duwan aadna u qurux badan ,https://drive.google.com/file/d/1t9FWtvURtNePywR1ugJ-UxjA7-0OTs7d/view?usp=drivesdk,Turkish,kursi xafiis VIP,$800,,Real-state,TRUE ,Hargeisa,call- 907799978,Towfiiq commercial centre 2.jpg
474,Faysal,68 Towfiiq Commercial Centre,Baby itam ,Baby itamkii ugu danbayey ee caruuta aa xoolka caruurta oo muusigna leh isna ruxaya ,https://drive.google.com/file/d/1u2PSr2rpDYNHYMY8L25Qz_RXm8-z32BB/view?usp=drivesdk,xool,xool,$35,,Real-state,TRUE ,Hargeisa,call- 907799978,Towfiiq commercial centre 3.jpg
475,Faysal,68 Towfiiq Commercial Centre,Miiska tvga,miisaskii tifiyada oo kala duwan ,https://drive.google.com/file/d/1ts4XBjeS3Cvct1nuOq5TQhZLizdFedVY/view?usp=drivesdk,Turkish,tv table,$190,,Personal Accessories,TRUE ,Hargeisa,call- 907799978,Towfiiq commercial centre 4.jpg
476,Faysal,69 Hanaqaad market,Boorso make up,waa boorso uu ku dhan yahay make up oo aana ku qaaan karto meel kasta ,https://drive.google.com/file/d/1yASwm-lGw_STla5Uv7ktzNsXWck_dXQm/view?usp=drivesdk,boorso ,boorso make up,$15,,Personal Accessories,TRUE ,Hargeisa,call- 063:4415438,Hanaqaad .jpg
477,Faysal,69 Hanaqaad market,Xadhiga kabood ,waa xadhigii aad lagu boodboodayey oo aana jidhkaaga ku dhisayso,https://drive.google.com/file/d/1y9KtdGyTRSQbUWexYJuOa6NNQT8HcGpt/view?usp=drivesdk,xadhig,xadhig bood bood,$6,,Personal Accessories,TRUE ,Hargeisa,call- 063:4415438,Hanaqaad 1.jpg
478,Faysal,69 Hanaqaad market,Sonifer Cooker ,ku karso cunto walba ,https://drive.google.com/file/d/1yDXYHx6MdmUt9JUeVCzz5dr7aY_IXpSE/view?usp=drivesdk,Sonifer,digsi,$83,,Personal Accessories,TRUE ,Hargeisa,call- 063:4415438,Hanaqaad 3.jpg
479,Faysal,69 Hanaqaad market,Fashion Face Mask,Fashion Face Mask ka xidho dhaxanta ,https://drive.google.com/file/d/1yFhwcz-_BI4bIAd1oGDfGM3tSLAILz2j/view?usp=drivesdk,maro,face mask,$8,,Personal Accessories,TRUE ,Hargeisa,call- 063:4415438,Hanaqaad 2.jpg
481,Faysal,70 Wadaag online Market,Lambena ,lanena waa dawo tayo leh oo lagu cadayo ilkaha ,https://drive.google.com/file/d/1tzctgakROm3pdRlLgEbAa5gzFelsA1Oi/view?usp=drivesdk,lanbena,cadeeyaha ilkaha,$14,,Personal Accessories,TRUE ,Puntland,call- 061:7954422,Wadaag online market .jpg
482,Faysal,70 Wadaag online Market,Dermaroller ,waa qalab lagu marsado dawada midaarta ,https://drive.google.com/file/d/1tGowExICvpSosgIPhOCfdV3kiExadEUA/view?usp=drivesdk,lanbena,qadhfeedha bidaarta,$7,,Personal Accessories,TRUE ,Puntland,call- 061:7954422,Wadaag online market 3.jpg
483,Faysal,70 Wadaag online Market,u-shaped Massege Pillow,waa barkinta lagu duugo qoorta aanad kaga maarmayso in aad dhakhtar u tagto ,https://drive.google.com/file/d/1tF5kL8F77WKYWDJZ_RhWJX0G-jfkcSUg/view?usp=drivesdk,birkimo,birkimo,$18,,Devices,TRUE ,Puntland,call- 061:7954422,Wadaag online market 4.jpg
484,Faysal,70 Wadaag online Market,Lambena Nail Care Gel,Lambena Nail Care Gel waa kariim lagu cadeeyo cidiyaha kuuna qurxinaya ,https://drive.google.com/file/d/1uQTN8hkxt1E0Jbw88xQ-DQn5H1MUl-TW/view?usp=drivesdk,lanbena,nail care,$14,,Devices,TRUE ,Puntland,call- 061:7954422,Wadaag online market 1.jpg
485,Faysal,70 Wadaag online Market,Upper arm shaper,waa suunka garbaha lugu dhiso ,https://drive.google.com/file/d/1uHwvv_wP_XaGIaZfhOTv6QTRoA2bSidF/view?usp=drivesdk,suun gacmaha,super arm shaper,$5,,Personal Accessories,TRUE ,Puntland,call- 061:7954422,Wadaag online market 2.jpg
486,Faysal,71 SBI Cocacola,Dasani,waa biyo aad u macaan,https://drive.google.com/file/d/1yhopCPi6tzF6plYbk8XUlSLWRsEsc-gn/view?usp=drivesdk,SBI ,SBI,$4,,Food and Beverage,TRUE ,Hargeisa,call-063:7000008,SBI 1.jpg
487,Faysal,71 SBI Cocacola,Zero Sugar CocaCola ,waa kooke loogu tala galay dadka macaanka leh,https://drive.google.com/file/d/1ybALa1xNwyyWHzAGr6NQEOmC5KzQjwfQ/view?usp=drivesdk,SBI ,SBI,$8.70,,Food and Beverage,TRUE ,Hargeisa,call-063:7000008,SBI .jpg
488,Faysal,71 SBI Cocacola,Sprite,waa sharaab aad u fiican ,https://drive.google.com/file/d/1yRfOP_cymqhrV40j-B55xYUnNJoccvmm/view?usp=drivesdk,SBI ,SBI,$11,,Food and Beverage,TRUE ,Hargeisa,call-063:7000008,SBI 2.jpg
489,Faysal,71 SBI Cocacola,fanta Orange,Fanta orange ku qabooji laabta ,https://drive.google.com/file/d/1yMM4bFHJ7D5YiNZOhrKbLWFA-8RtIu43/view?usp=drivesdk,SBI ,SBI,$11,,Food and Beverage,TRUE ,Hargeisa,call-063:7000008,SBI 3.jpg
490,Faysal,71 SBI Cocacola,COCACOLA ,COCACOLA ugu raaxee naftaada ,https://drive.google.com/file/d/1yqr_txW-SkrcQL4ZWczAuUvvah3hS4yP/view?usp=drivesdk,SBI ,SBI,$11,,Food and Beverage,TRUE ,Hargeisa,call-063:7000008,SBI 4.jpg
491,Faysal,72 ILwaad Style,garamaan ,garamaan caruuryo raga waaweyn ,https://drive.google.com/file/d/1ymxKZEHQlORGnmHodP1yAKmPi0aPbuk2/view?usp=drivesdk,Armaan,AX,$10,,Personal Accessories,TRUE ,Puntland,call-061:7527077,Ilwaad style 1.jpg
492,Faysal,72 ILwaad Style,xijaab ,xijabyadii Dumarka ,https://drive.google.com/file/d/1yrZeZ-3iwngDNdvs93HE5yACZ1xWh45u/view?usp=drivesdk,Xijaab,islamic wear,$15,,Personal Accessories,TRUE ,Puntland,call-061:7527077,Ilwaad style .jpg
493,Faysal,72 ILwaad Style,muraayado,muraayadihii  xaraga ,https://drive.google.com/file/d/1yKX0mmHT2uXPp-MiOu2KMuTM1VfQUK_O/view?usp=drivesdk,muraayad,okyaale,$3,,Personal Accessories,TRUE ,Puntland,call-061:7527077,Ilwaad style 2.jpg
494,Faysal,73 Amaanzan,kabadhka khudaarta,ku rido khudaarta kuna habee ,https://drive.google.com/file/d/1yz2KVH5LGOihoj9-2PPSdE9CsKlaI1TO/view?usp=drivesdk,Sonifer,kabadh,$23,,Real-state,TRUE ,Hargeisa,call-063:4751133,Amaazan2.jpg
495,Faysal,73 Amaanzan,Kabadhka buugaagta ,ku rido buugaagta si qurux badan ugu habayso ,https://drive.google.com/file/d/1z2Mtmhqjj321VUkiF6RVLvoEkCCAixmF/view?usp=drivesdk,Sonifer,kababadh,$22,,Real-state,TRUE ,Hargeisa,call-063:4751133,Amaanzan1.jpg
496,Faysal,73 Amaanzan,ku dheeree qasabada ,dheereeyaha qasabada kaga rayso in aad raadiso tuunbo,https://drive.google.com/file/d/1yzSZpEulkSUzU6zKHGd3rHrHzkmjpLzp/view?usp=drivesdk,Sonifer,qasabad,$6,,Real-state,TRUE ,Hargeisa,call-063:4751133,Amaanzan .jpg
497,Faysal,74 Gamuur Company ,Taangi biyo 100L ,Taangida biyaha lagu shubto oo kala duwan ,https://drive.google.com/file/d/1yvNaMdp9Zdx5psS5_gnMUb0YpgYgURsW/view?usp=drivesdk,Gamuur ,taangi biyo,$240,,Real-state,TRUE ,Hargeisa,call-063:4466717,Gamuur 1.jpg
498,Faysal,74 Gamuur Company ,Plasticga Qashinka ,qalabkii aad iskaga ridi lahay qashinka  oo aad u fiican ,https://drive.google.com/file/d/1z2JKCyyKSks4I55CslrRz9qkhl-Ft2dp/view?usp=drivesdk,Gamuur ,caag xashiish,$35,,Real-state,TRUE ,Hargeisa,call-063:4466717,Gamuur.jpg
499,Faysal,74 Gamuur Company ,Fadhiigii guryaha ,hadaa ku daashay in aad raadiyo fadhiyo aad u qurux badan ugu kaalay gamuur ,https://drive.google.com/file/d/1z1Metacn6M-UOqQ6_DqR5o_U-1cHl2Yi/view?usp=drivesdk,Turkish,fadhi,"$1,700",,Real-state,TRUE ,Hargeisa,call-063:4466717,Gamuur 2.jpg
500,Faysal,74 Gamuur Company ,Sariirtii Hurdada ,Hurdada guryaha oo aad u qurux badan ,https://drive.google.com/file/d/1z4J6MaEo8Rk9uaXHO3xd8SlElAa70zba/view?usp=drivesdk,Turkish,hurdo,"$2,300",,Real-state,TRUE ,Hargeisa,call-063:4466717,Gamuur 3.jpg
